ID	Area	Title	Description
12876	약국/한약방	전자담배백화점	약국
12877	약국/한약방	건도약국	약국
12878	병원	우리의원	일반병원
12879	약국/한약방	나은약국	약국
12880	유사의료업	사랑스포츠	유사의료업기타
12881	수의업	애플동물병원	수의업-종합
12882	병원	갤러리치과의원	치과의원
12883	병원	제일안과	내과/외과
12884	병원	강호정내과의원	내과/외과
12885	병원	우리가정의원	일반병원
12886	병원	제너럴닥터생활협동조합맘튼튼의	내과/외과
12887	수의업	가양애견	수의업-종합
12888	병원	민용태한의원	한의원
12889	약국/한약방	용상약국	약국
12890	병원	백제한의원	한의원
12891	약국/한약방	하카전자담배	약국
12892	약국/한약방	동구참약국	약국
12893	수의업	조아애견	수의업-종합
12894	병원	예당한의원	한의원
12895	병원	월오한의원	한의원
12896	약국/한약방	고은약국	약국
12897	병원	이기주신경정신과	기타병원
12898	약국/한약방	삼호약국	약국
12899	병원	서울대함소아한의원	한의원
12900	약국/한약방	백초약국	약국
12901	병원	타임피부성형외과	피부과
12902	병원	연세메디슬림	정형/성형외과
12903	병원	바른0신경외과	신경외과
12904	병원	서면속내과의원	내과/외과
12905	병원	에코올리브치과	치과의원
12906	병원	영상의학과소화기내과	내과/외과
12907	병원	하이키튼튼쿠러기한의원	한의원
12908	수의업	춘천동물병원	수의업-종합
12909	병원	의명한의원	한의원
12910	수의업	웰빙펫애견	수의업-종합
12911	약국/한약방	무지개약국	약국
12912	병원	서울바른교정치과	치과병원
12913	병원	소아청소년과.내과.건강검진	소아과
12914	약국/한약방	종로약국	약국
12915	병원	남강치과	치과의원
12916	병원	동서의료재단삼척병원	일반병원
12917	약국/한약방	소풍1층약국	약국
12918	약국/한약방	한국건재약업사	한약방
12919	약국/한약방	횡성탕제원	탕제원
12920	수의업	동물병원	동물병원
12921	유사의료업	신촌연대앞헌혈의집	혈액원
12922	병원	서울중앙내과	내과/외과
12923	약국/한약방	가까운약국	약국
12924	병원	가좌신경정형외과	내과/외과
12925	병원	소성한의원	한의원
12926	병원	한방내과	내과/외과
12927	약국/한약방	전자담배듀바코	약국
12928	병원	한빛중앙내과	내과/외과
12929	병원	하이서울치과의원	치과의원
12930	수의업	24시서울플러스동물병원	동물병원
12931	약국/한약방	삼성건재약업사	한약방
12932	약국/한약방	시장한약국	한약방
12933	약국/한약방	행림당약국	약국
12934	병원	김현수이빈인후과의원	내과/외과
12935	수의업	제일동물병원제일교역	수의업-종합
12936	병원	한아름여성의원	산부인과
12937	병원	문성진한의원	한의원
12938	약국/한약방	조선흑염소	탕제원
12939	병원	강남리플란트	치과의원
12940	수의업	애견	수의업-종합
12941	유사의료업	육구치과기공소	치과기공소
12942	병원	다사랑병원	일반병원
12943	약국/한약방	삼진탕제원	탕제원
12944	병원	코넬비뇨기과	내과/외과
12945	병원	뜸경희한의원	한의원
12946	병원	서울정형외과의원	내과/외과
12947	병원	카톨릭병원	일반병원
12948	병원	월드치과	치과의원
12949	수의업	개팔자상팔자	동물병원
12950	병원	정내과의원	내과/외과
12951	병원	수지에덴의원	종합병원
12952	병원	한마음병원	기타병원
12953	수의업	순천축협동물병원	수의업-종합
12954	수의업	생명사랑실천영천동물병원	수의업-종합
12955	약국/한약방	동두천전자담배	약국
12956	병원	하이플란트치과	치과의원
12957	약국/한약방	신비약국	약국
12958	병원	동제한의원	한의원
12959	병원	경북연합외과	내과/외과
12960	약국/한약방	다나약국	약국
12961	약국/한약방	중화당약국	약국
12962	약국/한약방	하카전자담배	약국
12963	병원	연세노연숙의원	일반병원
12964	병원	박시한의원	한의원
12965	수의업	퓨리나서부	동물병원
12966	병원	가평의료재단송정요	내과/외과
12967	약국/한약방	원약국	약국
12968	약국/한약방	엘라메디팜	약국
12969	병원	목포예향병원	일반병원
12970	병원	노송전주병원	일반병원
12971	수의업	모야애견	수의업-종합
12972	병원	박진영신경외과의원	신경외과
12973	병원	중앙산부인과내	내과/외과
12974	병원	서울성심내과의원	내과/외과
12975	병원	노인전문병원	일반병원
12976	약국/한약방	남문약국	약국
12977	약국/한약방	고대전약국	약국
12978	수의업	하나동물병원	수의업-종합
12979	수의업	베스트애견	수의업-종합
12980	유사의료업	응급환자이송단	응급구조대
12981	병원	원의원	피부과
12982	유사의료업	삼원기공	척추교정치료
12983	병원	필성형외과	정형/성형외과
12984	수의업	워리워리	동물병원
12985	약국/한약방	솔약국	약국
12986	병원	이성우치과의원	치과의원
12987	병원	유림가정의학과	내과/외과
12988	병원	한올노인병원	일반병원
12989	약국/한약방	하카전자담배	약국
12990	약국/한약방	수완건강약국	약국
12991	수의업	강아지사랑	동물병원
12992	병원	약손힐링	내과/외과
12993	병원	안평천한의원	한의원
12994	수의업	애견마을	수의업-종합
12995	수의업	웰동물병원	수의업-종합
12996	유사의료업	진언어치료실	언어치료
12997	약국/한약방	하나로약국	약국
12998	약국/한약방	건강당약방	약국
12999	수의업	견우애견	수의업-종합
13000	약국/한약방	유림약국	약국
13001	병원	원이빈후과의원	내과/외과
13002	병원	강윤철피부과의원	내과/외과
13003	약국/한약방	하카전자담배	약국
13004	수의업	사랑애견	수의업-종합
13005	수의업	애견마당	수의업-종합
13006	약국/한약방	뿌리약국	약국
13007	병원	수앤미산부인과	산부인과
13008	병원	삼성의료생협안강삼성의원	일반병원
13009	수의업	러브펫	동물병원
13010	병원	현대치과	치과의원
13011	약국/한약방	햇살약국	약국
13012	약국/한약방	양덕홍삼탕제원	탕제원
13013	약국/한약방	나래약국	약국
13014	병원	뉴라이프의원	기타병원
13015	약국/한약방	드림약국	약국
13016	수의업	홍가축병원	동물병원
13017	병원	홍소아과	소아과
13018	약국/한약방	종로약국	약국
13019	병원	윤정윤이비인후과의원	내과/외과
13020	병원	누가의원	정형/성형외과
13021	병원	웰치과	치과의원
13022	병원	전형진치과의원	치과의원
13023	수의업	정우동물병원	수의업-종합
13024	병원	최승규치과	치과의원
13025	약국/한약방	유한약국	약국
13026	병원	가로세로한의원	한의원
13027	수의업	애견하우스	수의업-종합
13028	병원	무선제일의원	이비인후과의원
13029	병원	박인후소아과	소아과
13030	수의업	애견왕국	수의업-종합
13031	병원	윤경숙크리닉	내과/외과
13032	약국/한약방	삼원한약방	한약방
13033	약국/한약방	유한약국	약국
13034	약국/한약방	곽남탕제원	탕제원
13035	약국/한약방	필리아약국	약국
13036	병원	신세계치과의원	치과의원
13037	병원	양산한의원	한의원
13038	병원	허소아과의원	소아과
13039	병원	서울한결치과	치과의원
13040	유사의료업	효성비전	유사의료업기타
13041	병원	늘푸른의원	기타병원
13042	병원	송영호소아과	내과/외과
13043	약국/한약방	애플약국	약국
13044	병원	목포동명한방병원	한방병원
13045	약국/한약방	동원약국	약국
13046	약국/한약방	가람약업사	한약방
13047	약국/한약방	경애약국	약국
13048	약국/한약방	건강한약국	약국
13049	병원	서울이빈인후과	이비인후과의원
13050	병원	서울에코소아청소년과	소아과
13051	약국/한약방	대방탕제원	탕제원
13052	약국/한약방	황토탕제원	탕제원
13053	병원	준성형외과	정형/성형외과
13054	약국/한약방	정화약국	약국
13055	약국/한약방	남성탕제원	탕제원
13056	병원	굿모닝치과의원잠실신천동	치과의원
13057	수의업	가까운동물병원	수의업-종합
13058	병원	큰나무연합의원	한의원
13059	병원	강동우신경정신과	기타병원
13060	약국/한약방	동의탕제원	탕제원
13061	약국/한약방	시장약국	약국
13062	약국/한약방	명약국	약국
13063	수의업	엔젤애견	수의업-종합
13064	약국/한약방	조은약국	약국
13065	병원	연세가정의학과의원	기타병원
13066	수의업	박동물병원	동물병원
13067	수의업	열린동물병원	수의업-종합
13068	병원	미드림피부과	피부과
13069	병원	나눔센터	기타병원
13070	수의업	하나동물병원	수의업-종합
13071	수의업	내마음속동물병원	동물병원
13072	수의업	범일가축병원	수의업-종합
13073	약국/한약방	경현약국	약국
13074	약국/한약방	감초한의원	한약방
13075	병원	최원준한의원	한의원
13076	병원	신고려의원	일반병원
13077	병원	뉴타운치과의원	치과의원
13078	병원	소아과	내과/외과
13079	약국/한약방	대덕약국	약국
13080	병원	명원치과의원	치과의원
13081	병원	제일신경과의원	일반병원
13082	병원	강북삼성내과	내과/외과
13083	약국/한약방	프라자약국	약국
13084	약국/한약방	삼미약국	약국
13085	약국/한약방	새유창약국	약국
13086	약국/한약방	약손약국	약국
13087	약국/한약방	용산후문약국	약국
13088	병원	강남마취통증클리닉	내과/외과
13089	병원	서우성치과의원	치과의원
13090	약국/한약방	새독일약국	약국
13091	병원	손희송한의원	한의원
13092	약국/한약방	진솔약국	약국
13093	약국/한약방	대산프라자약국	약국
13094	병원	이병구치과의원	치과의원
13095	병원	이사랑치과	치과의원
13096	병원	수왕당한약방	한의원
13097	약국/한약방	대부당약국	약국
13098	약국/한약방	경기약국	약국
13099	병원	전남연합의원	일반병원
13100	병원	이경민소아과	내과/외과
13101	약국/한약방	진온누리약국	약국
13102	약국/한약방	윤진약국	약국
13103	약국/한약방	건강약국	약국
13104	병원	테크노산부인과	내과/외과
13105	약국/한약방	양의약국	약국
13106	병원	미르이비인후과	내과/외과
13107	병원	웰빙정형외과	내과/외과
13108	약국/한약방	고은약국	약국
13109	병원	나비솔한의원	한의원
13110	병원	굿모닝치과	치과의원
13111	병원	미소래의원	일반병원
13112	약국/한약방	삼보약국	약국
13113	병원	삼혜이비인후과의원	내과/외과
13114	병원	제일정형외과	내과/외과
13115	약국/한약방	경희논현한약국	약국
13116	병원	동우의료소비자생활협동조합동우한의원	한의원
13117	병원	시원한의원	한의원
13118	병원	현치과	치과의원
13119	병원	닥터김마취통증의학과의원	일반병원
13120	병원	최경용한의원	한의원
13121	병원	동부중앙의원	일반병원
13122	약국/한약방	원랜드약국	약국
13123	병원	굿모닝치과	치과의원
13124	약국/한약방	용현약국	약국
13125	병원	태화당한의원	한의원
13126	병원	여의도이플러스치과	치과의원
13127	병원	늘기쁨치과	치과의원
13128	병원	한독의원	일반병원
13129	병원	약천한의원	한의원
13130	병원	한민치과의원	치과의원
13131	병원	삼성내과	내과/외과
13132	약국/한약방	전승완약국	약국
13133	병원	경희숲한의원	한의원
13134	병원	굿모닝치과의원	치과의원
13135	병원	예당한의원	한의원
13136	수의업	쿨펫동물병원	수의업-종합
13137	병원	최정현내과	내과/외과
13138	병원	서울캘리포니아치과	치과의원
13139	약국/한약방	100약국	약국
13140	약국/한약방	제씨	약국
13141	병원	강남치과의원	치과의원
13142	병원	한의원	한의원
13143	병원	하나소아청소년과의	내과/외과
13144	병원	국군벽제병원	일반병원
13145	수의업	가족동물병원	수의업-종합
13146	약국/한약방	무궁화약국	약국
13147	병원	제일이비인후과	내과/외과
13148	약국/한약방	다정한약국	약국
13149	약국/한약방	정은약국	약국
13150	약국/한약방	칠서약국	약국
13151	약국/한약방	신양지약국	약국
13152	병원	한턱한의원	한의원
13153	병원	뿌리깊은한의원	한의원
13154	약국/한약방	대구약국	약국
13155	병원	홍성주성형외과	내과/외과
13156	병원	황금손바로한의원	한의원
13157	약국/한약방	하나로약국	약국
13158	약국/한약방	전자담배	약국
13159	병원	서라벌성형외과	내과/외과
13160	약국/한약방	시민약국	약국
13161	병원	강남안과의원	내과/외과
13162	약국/한약방	한솔약국	약국
13163	병원	용한의원	한의원
13164	약국/한약방	솔로몬약국	약국
13165	병원	정내과의원	내과/외과
13166	병원	다솜누리경희한의원	한의원
13167	병원	경희다남한의원	한의원
13168	병원	동방한의원	한의원
13169	병원	박인승소아과의원	내과/외과
13170	병원	수지속편한내과	내과/외과
13171	수의업	애견동화	수의업-종합
13172	병원	중앙마취통증의학과의원	일반병원
13173	약국/한약방	디탐열린약국	약국
13174	약국/한약방	상일약국	약국
13175	약국/한약방	하하약국	약국
13176	병원	박재환이비인후과	내과/외과
13177	약국/한약방	새우리약국	약국
13178	병원	이상영의원	일반병원
13179	병원	소촌연합의원	일반병원
13180	약국/한약방	남원지리산한약	한약방
13181	병원	박소아과	내과/외과
13182	병원	조내과	내과/외과
13183	병원	굿모닝치과의원	치과의원
13184	병원	구광내과의원	내과/외과
13185	병원	강남비뇨기과	내과/외과
13186	병원	속안심내과연합의원	내과/외과
13187	병원	이방훈재활의학과의원	일반병원
13188	병원	무주보건의료원	일반병원
13189	병원	태안한의원	한의원
13190	약국/한약방	경성약국	약국
13191	병원	리쥬브피부과	내과/외과
13192	병원	베스트남성의원	내과/외과
13193	병원	영춘당한의원	한의원
13194	수의업	강남동물병원	수의업-종합
13195	약국/한약방	송도건강온누리약국	약국
13196	약국/한약방	한신당약국	약국
13197	약국/한약방	동아약국	약국
13198	병원	유동욱한의원	한의원
13199	병원	최용철치과의원	치과의원
13200	약국/한약방	건강한세상행복한약국	약국
13201	병원	경희도현한의원	한의원
13202	병원	칠곡탑치과의원	치과의원
13203	병원	고운빛치과의원	치과의원
13204	약국/한약방	경희생한약국	약국
13205	병원	윤비뇨기과의원	내과/외과
13206	병원	굿모닝치과의원	치과의원
13207	병원	구비뇨기과의원	내과/외과
13208	병원	현산한의원	한의원
13209	약국/한약방	에스약국	약국
13210	병원	현치과의원	치과의원
13211	수의업	대곡동물병원	수의업-종합
13212	약국/한약방	수곡큰사랑약국	약국
13213	병원	이솝한의원	한의원
13214	병원	동의보감한의원	한의원
13215	약국/한약방	라이프익스텐션테크놀러지	약국
13216	약국/한약방	밝은약국	약국
13217	병원	동래병원	일반병원
13218	병원	플러스서울치과의원	치과의원
13219	수의업	서울동물병원	수의업-종합
13220	약국/한약방	건강약국	약국
13221	병원	목표중앙병원	일반병원
13222	약국/한약방	시민약국	약국
13223	병원	서울의원	일반병원
13224	병원	동산가정의학과의원	내과/외과
13225	병원	류내과의원	내과/외과
13226	병원	계양사랑의원	일반병원
13227	약국/한약방	한빛약국	약국
13228	병원	서울이비인후과의원	내과/외과
13229	약국/한약방	이레약국	약국
13230	약국/한약방	정직한약국	약국
13231	약국/한약방	서산약국	약국
13232	병원	나주안과	내과/외과
13233	수의업	꽃보다강아지	동물병원
13234	약국/한약방	한성약국	약국
13235	병원	지방공사부산광역시의료원	종합병원
13236	병원	현대연합의원	일반병원
13237	병원	중앙치과의원	치과의원
13238	병원	박진수치과	치과의원
13239	병원	확실한치과	치과의원
13240	수의업	애견마을	수의업-종합
13241	약국/한약방	삼성약국	약국
13242	약국/한약방	혜민약국	약국
13243	약국/한약방	태광약국	약국
13244	약국/한약방	동의당한약국	약국
13245	병원	서울아동병원	일반병원
13246	병원	한림치과의원	치과의원
13247	병원	서울정형외과	내과/외과
13248	약국/한약방	늘가까운약국	약국
13249	수의업	A&D동물메디컬센터	수의업-종합
13250	수의업	내서동물병원	수의업-종합
13251	병원	해바라기의원	피부과
13252	약국/한약방	약나라약국	약국
13253	의료관련서비스업	시흥산후조리원	산후조리원
13254	병원	중앙1내과	내과/외과
13255	병원	정태연내과의원	내과/외과
13256	병원	동춘한의원	한의원
13257	병원	삼성내과	내과/외과
13258	병원	플라워여성클리닉	산부인과
13259	약국/한약방	가희약국	약국
13260	병원	고령군립요양병원	노인/치매병원
13261	약국/한약방	햇살약국	약국
13262	유사의료업	한국천기권의료기	유사의료업기타
13263	병원	우리들한의원	한의원
13264	병원	해아림한의원	한의원
13265	병원	소나무한의원	한의원
13266	약국/한약방	제성약국	약국
13267	병원	손한의원	한의원
13268	병원	예.샘.궁치과	치과의원
13269	병원	시민한의원	한의원
13270	병원	샘물통증의학과	기타병원
13271	병원	모더블랙탈모모발이식센터	피부과
13272	유사의료업	백제치과기공소	치과기공소
13273	병원	영동병원	종합병원
13274	병원	강동요양치료센터	노인/치매병원
13275	약국/한약방	정다운약국	약국
13276	병원	원광대학교현대자동차의원	일반병원
13277	수의업	수완애견	수의업-종합
13278	병원	디올의원	기타병원
13279	병원	이경미소아청소년과의원	소아과
13280	병원	한군한의원	한의원
13281	병원	논현수	일반병원
13282	약국/한약방	독일전자담배	약국
13283	병원	신재식신경통증클리닉	기타병원
13284	약국/한약방	삼정약국	약국
13285	약국/한약방	명신당약국	약국
13286	약국/한약방	웰빙홍삼프라자	탕제원
13287	병원	계룡내과	내과/외과
13288	병원	산들한의원	한의원
13289	병원	광주중앙피부과	피부과
13290	약국/한약방	늘푸른약국	약국
13291	수의업	한사랑동물병원	동물병원
13292	병원	미래소아과의원	내과/외과
13293	병원	조대현소아과의원	내과/외과
13294	병원	롯데웰치과의원	치과의원
13295	병원	동산의료원	일반병원
13296	병원	송태영치과의원	치과의원
13297	병원	미소치과	치과병원
13298	병원	하늘한의원	한의원
13299	병원	연체플란트치과	치과의원
13300	병원	서울미치과	치과의원
13301	병원	다나가정의학과의원	내과/외과
13302	약국/한약방	무성약국	약국
13303	병원	고운피부과의원	내과/외과
13304	병원	약손한의원	한의원
13305	병원	윤치과의원	치과의원
13306	병원	친절한치과	치과의원
13307	수의업	남산동물병원	수의업-종합
13308	병원	서울성심의원	일반병원
13309	수의업	뽀뽀애견용품할인매장	수의업-종합
13310	병원	이사랑치과	치과의원
13311	약국/한약방	동진약국	약국
13312	병원	서울이앤정치과의원	치과의원
13313	병원	신동아가정의원	일반병원
13314	병원	늘푸른경희한의원	한의원
13315	병원	부천방사선과의원	일반병원
13316	약국/한약방	수약국	약국
13317	수의업	랑스동물병원	수의업-종합
13318	병원	송도굿모닝마취통증의학과의원	일반병원
13319	병원	수석치과의원	치과의원
13320	병원	1성지병원	일반병원
13321	수의업	김해동물병원	동물병원
13322	병원	신한의원	일반병원
13323	병원	서울치과의원	치과의원
13324	병원	나우리제통의원	일반병원
13325	약국/한약방	대림약국	약국
13326	약국/한약방	미래약국	약국
13327	약국/한약방	제씨	약국
13328	병원	수클리닉	내과/외과
13329	병원	스마일내과	내과/외과
13330	약국/한약방	동화한약방	한약방
13331	병원	하나소아과	소아과
13332	병원	드림플란트치과그룹	치과의원
13333	약국/한약방	사직굿모닝약국	약국
13334	병원	윤석창정형외과	내과/외과
13335	병원	유디치과의원	치과의원
13336	병원	하나산부인과	내과/외과
13337	약국/한약방	운정약국	약국
13338	병원	유강연합의원	일반병원
13339	약국/한약방	계림약국	약국
13340	병원	남일치과	치과의원
13341	약국/한약방	지혜약국	약국
13342	병원	서울치과의원	치과의원
13343	병원	고은비한의원	한의원
13344	병원	연세삼성산부인과	내과/외과
13345	약국/한약방	명문약국	약국
13346	병원	코끼리이비인후과	내과/외과
13347	약국/한약방	대문약국	약국
13348	병원	확실한치과	치과의원
13349	병원	로뎀의원	일반병원
13350	수의업	디에스유통	동물병원
13351	수의업	신영동물병원	동물병원
13352	병원	한중한의원	한의원
13353	수의업	전봉근종합동물병원	동물병원
13354	병원	알콜정신전문병원	기타병원
13355	병원	이성동내과의원	내과/외과
13356	약국/한약방	정다운온누리약국	약국
13357	약국/한약방	독일약국	약국
13358	병원	노아한의원	한의원
13359	약국/한약방	대명약국	약국
13360	병원	뿌리사랑치과	치과병원
13361	병원	영창당한의원	한의원
13362	병원	솔로몬치과의원	치과의원
13363	병원	지에스옥스치과의원	치과의원
13364	병원	강남제림성형외과의원	내과/외과
13365	수의업	신정동물병원	수의업-종합
13366	약국/한약방	꽃우물약국	약국
13367	병원	예담치과의원	치과의원
13368	병원	중앙신경정신과의원	일반병원
13369	병원	고내과의원	내과/외과
13370	병원	카톨릭병원	일반병원
13371	병원	큰나무정형외과의원	내과/외과
13372	병원	정관제일의원	일반병원
13373	약국/한약방	모범약국	약국
13374	병원	에덴치과	치과의원
13375	약국/한약방	함평종로약국	약국
13376	병원	교보부부치과	치과의원
13377	병원	서울유민치과	치과의원
13378	병원	이끌리오피부와두피	피부과
13379	병원	달서아이큰숲치과	치과의원
13380	병원	화춘당한의원	한의원
13381	병원	하나치과	치과의원
13382	약국/한약방	한국전자담배	약국
13383	약국/한약방	수강약국	약국
13384	약국/한약방	주영약국	약국
13385	병원	예닮음향피아노병원	일반병원
13386	병원	하나외과의원	내과/외과
13387	병원	못골한의원	한의원
13388	병원	드림치과의원	치과의원
13389	병원	강남한의원	한의원
13390	병원	정담한의원	한의원
13391	병원	백양한의원	한의원
13392	약국/한약방	태평양약국	약국
13393	병원	케이웰빙의원	일반병원
13394	약국/한약방	비젼약국	약국
13395	병원	플란트치과의원	치과의원
13396	병원	강문수내과의원	내과/외과
13397	약국/한약방	전자담배코리아	약국
13398	약국/한약방	샘사랑약국	약국
13399	병원	최치과의원	치과의원
13400	약국/한약방	한가람약국	약국
13401	수의업	신울산동물병원	수의업-종합
13402	병원	명신경과	내과/외과
13403	병원	하늘체한의원	한의원
13404	약국/한약방	신종합약국	약국
13405	병원	비킨의원	일반병원
13406	병원	노아이레노인복지센터	노인/치매병원
13407	약국/한약방	서린약국	약국
13408	약국/한약방	강내음한약국	약국
13409	병원	이노치과	치과의원
13410	약국/한약방	비타민약국	약국
13411	약국/한약방	약국	약국
13412	수의업	깡촌깡쥐	동물병원
13413	병원	새청주비뇨기과	내과/외과
13414	수의업	세인트필립동물병원	수의업-종합
13415	병원	사랑샘내과	내과/외과
13416	병원	소우주한의원	한의원
13417	병원	고운미소치과	치과의원
13418	수의업	동부가축병원	수의업-종합
13419	약국/한약방	동인당약국	약국
13420	수의업	도도애견	수의업-종합
13421	약국/한약방	남진약국	약국
13422	병원	정릉부부치과	치과의원
13423	병원	경희한의원	한의원
13424	병원	구이비인후과	내과/외과
13425	수의업	동래종합동물병원	수의업-종합
13426	약국/한약방	진약국	약국
13427	약국/한약방	전자담배코리아데캉부천	약국
13428	약국/한약방	하나로약국	약국
13429	병원	코리아치과의원	치과의원
13430	수의업	환희맘애견	수의업-종합
13431	병원	굿모닝치과	치과의원
13432	병원	홍승현성형외과의원	내과/외과
13433	병원	한마음한의원	한의원
13434	병원	미가인한의원	한의원
13435	병원	권내과의원	내과/외과
13436	수의업	굿모닝동물병원	수의업-종합
13437	수의업	닥터수동물병원	수의업-종합
13438	병원	삼성미드림비뇨기과	내과/외과
13439	약국/한약방	이로운약국	약국
13440	병원	서울한의원	한의원
13441	병원	이수영내과의원	내과/외과
13442	병원	최박산부인과	내과/외과
13443	병원	황동하성형외과의원	내과/외과
13444	병원	상동세란가정의학과의원	내과/외과
13445	병원	박애의원	일반병원
13446	병원	경대병원소화기내과	내과/외과
13447	약국/한약방	건강제일약국	약국
13448	약국/한약방	중앙약국	약국
13449	약국/한약방	샘물약국	약국
13450	병원	조은한의원	한의원
13451	병원	위튼한의원	한의원
13452	병원	웰빙한의원	한의원
13453	병원	프레메디산부인과의원	내과/외과
13454	병원	삼성의원	일반병원
13455	병원	울산SM치과	치과의원
13456	약국/한약방	캐슬프라자약국	약국
13457	약국/한약방	햇님약국	약국
13458	병원	이병열소아과	내과/외과
13459	수의업	경기애견	수의업-종합
13460	수의업	현대24시동물병원	수의업-종합
13461	병원	울산강남피부과	내과/외과
13462	약국/한약방	동인당한약국	약국
13463	병원	호일침한의원	한의원
13464	병원	진선미피부과외과의원	내과/외과
13465	병원	루가의료제단나은병원	일반병원
13466	병원	노중렬치과의원	치과의원
13467	병원	비아체피부과	내과/외과
13468	수의업	수동물병원	수의업-종합
13469	약국/한약방	동일약국	약국
13470	병원	박승수정형외과	내과/외과
13471	약국/한약방	노마약국	약국
13472	병원	광제국한의원	한의원
13473	병원	이성훈소아과의원	내과/외과
13474	약국/한약방	도담한약국	약국
13475	약국/한약방	영신약국	약국
13476	약국/한약방	듀바코전자담배	약국
13477	약국/한약방	햇살약국	약국
13478	병원	나노소아청소년과의원	내과/외과
13479	병원	강남성모안과	내과/외과
13480	약국/한약방	원주대문약국	약국
13481	약국/한약방	건강약국	약국
13482	병원	이스타치과의원	치과의원
13483	병원	종합차병원	일반병원
13484	수의업	시지동물병원	수의업-종합
13485	병원	백중한의원	한의원
13486	병원	가양대교치과의원	치과의원
13487	약국/한약방	밝은미소약국	약국
13488	약국/한약방	늘푸른약국	약국
13489	병원	전윤애소아과	내과/외과
13490	병원	분당고운세상피부과	내과/외과
13491	약국/한약방	우리약국	약국
13492	약국/한약방	베드로약국	약국
13493	병원	라파경희한의원	한의원
13494	병원	휴플러스의원	일반병원
13495	약국/한약방	월성약국	약국
13496	약국/한약방	한가족약국	약국
13497	약국/한약방	수영약국	약국
13498	수의업	우리동네애견용품	수의업-종합
13499	약국/한약방	명진약국	약국
13500	수의업	24시애견센타	수의업-종합
13501	병원	엔아이성형외과의원	내과/외과
13502	약국/한약방	은하약국	약국
13503	약국/한약방	에이스온누리약국	약국
13504	병원	꿈마을연세가정의학과	내과/외과
13505	병원	이스마일치과의원	치과의원
13506	약국/한약방	롯데약국	약국
13507	약국/한약방	가족사랑종로약국	약국
13508	수의업	제주수산동물병원	수의업-종합
13509	약국/한약방	수정약국	약국
13510	병원	신대림한의원	한의원
13511	약국/한약방	새나라약국	약국
13512	약국/한약방	한겨레약국	약국
13513	약국/한약방	제민한약국	약국
13514	병원	남경향문의원	일반병원
13515	병원	태화당한의원	한의원
13516	병원	조은신경외과의원	내과/외과
13517	병원	세황한의원	한의원
13518	병원	피브로한의원	한의원
13519	병원	은혜의원	일반병원
13520	약국/한약방	연세중앙약국	약국
13521	약국/한약방	삼성약국	약국
13522	수의업	도담동물병원	수의업-종합
13523	병원	엔젤스치과	치과의원
13524	약국/한약방	미소약국	약국
13525	약국/한약방	사상오체삼화약국	약국
13526	병원	신원진단검사의학과의원	기타병원
13527	병원	명성한의원	한의원
13528	약국/한약방	프라자노래방	약국
13529	병원	프라자의원	기타병원
13530	병원	피와이언둔산한방병원매점	한방병원
13531	약국/한약방	생생약국	약국
13532	약국/한약방	용모준수한약국	약국
13533	약국/한약방	치현약국	약국
13534	병원	재성당한약방	한의원
13535	병원	동부케어	노인/치매병원
13536	수의업	조재환동물병원	수의업-종합
13537	병원	유치과	치과의원
13538	병원	목길수치과의원	치과의원
13539	병원	조은연합한의원	한의원
13540	약국/한약방	다솜약국	약국
13541	약국/한약방	건강한약국	약국
13542	병원	신갈강남병원	종합병원
13543	병원	박관호의원	기타병원
13544	병원	룡플란트치과	치과의원
13545	병원	이승걸내과의원	내과/외과
13546	병원	대보원한약방	한의원
13547	수의업	삼성동물병원	동물병원
13548	병원	하나의원	일반병원
13549	병원	이상피부비뇨기과	비뇨기과
13550	병원	상아치과의원	치과의원
13551	약국/한약방	두미소한약국	약국
13552	병원	경희수한의원	한의원
13553	약국/한약방	진약국	약국
13554	약국/한약방	소담한약국	약국
13555	수의업	서동애견	수의업-종합
13556	병원	빛과사랑한의원	한의원
13557	약국/한약방	우리약국	약국
13558	수의업	애견홀릭	수의업-종합
13559	병원	정우영한의원	한의원
13560	약국/한약방	정다운약국	약국
13561	병원	박상영치과의원	치과의원
13562	수의업	중동동물병원	동물병원
13563	수의업	24시동물병원	동물병원
13564	약국/한약방	88약업사	한약방
13565	병원	미래신경정신과	기타병원
13566	수의업	울라울라애견	수의업-종합
13567	유사의료업	바른자세교정원	척추교정치료
13568	약국/한약방	남도한약국	약국
13569	병원	남덕한의원	한의원
13570	병원	가톨릭학원인천성모병원	종합병원
13571	약국/한약방	두정한약국	약국
13572	병원	고준영이비인후과	이비인후과의원
13573	병원	다나소아과	내과/외과
13574	병원	우리내과	내과/외과
13575	병원	서대구방사선과의원	기타병원
13576	병원	준소아과의원	내과/외과
13577	약국/한약방	행림약국	약국
13578	병원	의성한방병원	한방병원
13579	약국/한약방	피보약국	약국
13580	약국/한약방	프라자약국	약국
13581	병원	모아치과	치과의원
13582	병원	미소인성형외과	정형/성형외과
13583	약국/한약방	명문약국	약국
13584	병원	삼혜이비인후과	이비인후과의원
13585	약국/한약방	대동한약국	약국
13586	병원	드림치과	치과의원
13587	수의업	다나동물병원	동물병원
13588	약국/한약방	쥬네브열린약국	약국
13589	병원	연세가정의원	기타병원
13590	병원	중문의원	기타병원
13591	병원	남전주가정의학과의원	내과/외과
13592	유사의료업	한국활법척추교정원	척추교정치료
13593	병원	양화석산부인과	산부인과
